,Lemma,POS,4,12,6,13,10,14,11,8,7,2,5,15,9,3,17,16,19,18,1,First_Level,Total,Levels,First_Level_Margin_0.01,First_Level_Margin_0.02
2574,قَدّ,noun,0,6,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,11,9.0,3.0,11.0,11.0
2575,أَسِيل,adj,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,3.0,2.0,12.0,12.0
2576,خَدّ,noun,0,6,0,1,2,3,0,1,0,0,0,2,1,0,2,1,0,0,0,8,19.0,9.0,8.0,8.0
2577,وَصْف,noun,0,28,2,21,14,53,6,3,3,0,1,22,1,1,4,12,0,1,0,3,172.0,15.0,6.0,7.0
2578,طَرَف,noun,0,49,1,12,24,85,14,5,3,0,0,21,3,0,4,4,1,5,0,6,230.0,13.0,7.0,8.0
2579,مَلِيح,adj,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,9,5.0,4.0,9.0,9.0
2580,لابَس,verb,0,3,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,7.0,5.0,10.0,10.0
2581,كُوفِيَّة,noun,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12,3.0,3.0,12.0,12.0
2582,حَيّ,adj,0,36,0,12,22,52,17,2,0,0,0,14,2,0,6,7,0,0,0,8,170.0,10.0,8.0,10.0
2583,ساحِر,noun,0,6,2,2,3,2,4,3,1,0,0,1,0,0,0,0,0,0,0,6,24.0,9.0,6.0,6.0
2584,ساحِر,adj,0,1,1,4,3,4,2,0,2,0,0,1,1,0,0,1,0,0,0,6,20.0,10.0,6.0,6.0
2585,ٱِنْتَظَر,verb,0,22,2,13,27,13,12,22,7,0,1,5,5,1,0,1,0,0,0,3,131.0,13.0,6.0,7.0
2586,غادَر,verb,0,17,1,8,18,11,5,2,2,0,0,1,2,1,1,0,0,0,0,3,69.0,12.0,3.0,7.0
2587,طَرَق,verb,0,8,0,3,2,2,4,4,2,0,0,2,0,0,1,0,0,0,0,7,28.0,9.0,7.0,7.0
2588,فَتَح,verb,0,46,1,25,25,27,12,24,6,0,2,6,9,0,0,3,0,0,1,1,187.0,13.0,5.0,7.0
2589,حَبِيب,noun,0,17,1,9,8,7,5,2,8,0,5,4,1,0,0,3,0,0,0,5,70.0,12.0,5.0,5.0
2590,خاض,verb,0,7,0,1,2,4,3,0,0,0,0,1,0,0,0,0,0,0,0,10,18.0,6.0,10.0,10.0
2591,حاضِر,adj,0,17,1,5,3,20,3,2,0,1,0,8,1,0,1,5,0,0,0,2,67.0,12.0,2.0,7.0
2592,تَكامُل,noun,0,3,0,0,1,9,0,0,1,0,0,1,0,0,2,2,0,0,0,7,19.0,7.0,7.0,7.0
2593,تَطَوُّع,noun,0,5,0,2,2,8,0,1,0,0,2,3,0,0,0,1,0,0,0,5,24.0,8.0,5.0,5.0
2594,ٱِسْتَغْنَى,verb,0,3,0,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,8,12.0,5.0,8.0,8.0
2595,غَطَس,verb,0,2,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,7,9.0,4.0,7.0,7.0
2596,رِوايَة,noun,0,43,1,9,19,37,19,4,0,0,1,22,0,0,5,12,0,0,0,5,172.0,11.0,7.0,8.0
2597,شَهِير,adj,0,13,0,0,2,17,11,2,1,0,0,4,0,0,1,2,0,0,0,7,53.0,9.0,7.0,8.0
2598,وِيلْيام,noun_prop,0,15,0,3,3,6,3,0,1,0,0,1,0,0,3,7,0,0,0,7,42.0,9.0,7.0,7.0
2599,مَسْرَحِيَّة,noun,0,8,1,3,1,16,9,1,2,0,1,2,1,0,4,9,0,0,0,5,58.0,13.0,5.0,7.0
2600,وَرْد,noun,0,29,0,9,25,3,14,3,5,1,1,1,4,1,0,1,0,0,0,2,97.0,13.0,2.0,4.0
2601,أَسْمَع,verb,0,4,0,2,2,0,0,1,1,0,0,0,4,0,0,1,0,0,0,7,15.0,7.0,7.0,7.0
2602,جِنّ,noun,0,5,1,1,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,6,13.0,6.0,6.0,6.0
2603,عَصَى,verb,0,3,0,0,2,4,1,0,0,0,0,0,0,0,1,1,0,0,0,10,12.0,6.0,10.0,10.0
2604,دَلِيل,noun,0,33,1,16,10,62,13,4,5,0,0,8,0,0,2,6,0,0,0,6,160.0,11.0,7.0,7.0
2605,مَدَى,noun,0,29,0,13,12,49,8,2,2,0,0,11,1,0,3,7,0,0,0,7,137.0,11.0,7.0,9.0
2606,ٱِنْتِماء,noun,0,6,0,2,0,17,6,0,0,0,0,4,2,0,0,2,0,0,0,9,39.0,7.0,9.0,9.0
2607,غالِي,adj,0,7,0,2,4,5,3,2,2,0,1,0,1,0,0,0,0,0,0,5,27.0,9.0,5.0,5.0
2608,وَلاء,noun,0,8,0,2,1,10,0,1,0,0,0,5,2,0,0,1,0,0,0,8,30.0,8.0,8.0,8.0
2609,وَفاء,noun,0,6,0,8,3,7,1,0,1,0,2,0,1,0,0,0,0,0,0,5,29.0,8.0,5.0,5.0
2610,رَشِيد,adj,0,7,0,2,0,15,3,0,0,0,0,7,1,0,0,2,0,0,0,9,37.0,7.0,9.0,9.0
2611,تَأْسِيس,noun,0,11,0,4,0,39,2,0,0,0,0,11,0,0,0,2,0,0,0,11,69.0,6.0,11.0,11.0
2612,مَغْفُور,adj,0,10,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,12,17.0,4.0,12.0,12.0
2613,طَيَّب,verb,0,3,0,2,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,8,11.0,6.0,8.0,8.0
2614,ثَرَى,noun,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,12,6.0,5.0,12.0,12.0
2615,تَنْمِيَة,noun,0,21,1,7,2,68,4,1,0,0,0,26,1,0,0,13,0,0,0,6,144.0,10.0,9.0,10.0
2616,تَمْكِين,noun,0,2,0,1,1,9,0,0,0,0,0,2,0,0,1,1,0,0,0,10,17.0,7.0,10.0,10.0
2617,إِطْلاق,noun,0,25,0,13,3,31,10,5,1,0,0,5,1,0,1,7,0,0,0,7,102.0,11.0,8.0,8.0
2618,تَذَكَّر,verb,0,20,0,8,26,8,11,12,1,0,3,2,2,0,1,2,0,0,0,5,96.0,12.0,5.0,5.0
2619,شَفِيع,noun,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,10,5.0,5.0,10.0,10.0
2620,بازِي,noun,0,2,0,0,2,0,2,2,1,0,0,0,1,0,0,0,0,0,0,7,10.0,6.0,7.0,7.0
2621,رَبَّى,verb,0,4,0,4,5,3,3,1,1,0,0,1,1,0,0,2,0,0,0,7,25.0,10.0,7.0,7.0
2622,فارَق,verb,0,3,0,4,6,0,2,1,0,0,0,2,0,0,0,0,0,0,0,8,18.0,6.0,8.0,8.0
2623,طَوال,noun,0,30,0,9,12,12,17,4,3,0,0,2,2,0,2,2,0,0,0,7,95.0,11.0,7.0,7.0
2624,حامِل,noun,0,4,1,2,1,3,1,2,0,0,1,0,1,0,0,0,0,0,0,5,16.0,9.0,5.0,5.0
2625,مُعْظَم,noun_quant,0,37,1,8,14,44,11,1,6,0,0,11,0,0,1,4,0,0,0,6,138.0,11.0,7.0,7.0
2626,تَعامَل,verb,0,7,1,1,0,10,3,0,0,0,0,2,2,0,0,4,0,0,0,6,30.0,8.0,6.0,6.0
2627,مُتَعَلِّق,adj,0,7,0,0,3,34,6,3,2,0,0,11,0,0,6,5,0,0,0,7,77.0,9.0,7.0,7.0
2628,أَطْلَق,verb,0,64,0,19,38,85,17,9,2,0,0,18,4,0,1,4,0,0,0,7,261.0,11.0,8.0,8.0
2629,واقِع,noun,0,25,0,13,11,37,5,2,3,0,0,13,1,0,0,9,0,0,0,7,119.0,10.0,7.0,7.0
2630,نواتج,noun,0,1,0,0,0,0,2,0,9,0,0,1,0,0,0,0,0,0,0,7,13.0,4.0,7.0,7.0
2631,ٱِدَّخَر,verb,0,9,0,0,3,0,1,1,1,0,0,2,0,0,0,0,0,0,0,7,17.0,6.0,7.0,7.0
2632,نَقْد,noun,0,15,0,6,23,34,3,11,8,0,2,16,4,0,2,1,0,0,0,5,125.0,12.0,5.0,7.0
2633,أإنسانا,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
2634,لَبِس,verb,0,10,1,8,10,5,7,4,3,0,2,2,2,0,0,0,0,0,0,5,54.0,11.0,5.0,5.0
2635,حَسّ,verb,0,2,0,7,3,0,0,0,0,0,0,0,1,0,1,2,0,0,0,9,16.0,6.0,9.0,9.0
2636,أَخْلاقِيّ,adj,0,6,0,5,5,19,2,0,2,0,0,4,0,0,1,5,0,0,0,7,49.0,9.0,7.0,7.0
2637,نَظَرِيَّة,noun,0,10,0,2,5,69,1,0,0,0,0,24,0,0,10,36,0,0,0,10,157.0,8.0,10.0,10.0
2638,جَمالِيَّة,noun,0,2,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,1,0,11,10.0,5.0,11.0,11.0
2639,مُفَكِّر,noun,0,3,1,1,9,9,4,4,0,0,1,4,1,0,0,9,0,0,0,5,46.0,11.0,5.0,5.0
2640,خُرافَة,noun,0,3,0,0,2,7,1,0,0,0,1,2,0,0,0,0,0,0,0,5,16.0,6.0,5.0,5.0
2641,مُقِيم,adj,0,9,0,1,2,13,2,0,0,0,0,4,3,0,0,0,0,0,0,9,34.0,7.0,9.0,9.0
2642,نَسْل,noun,0,5,0,4,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,8,20.0,4.0,8.0,8.0
2643,عَلَى,noun,0,4,1,3,2,2,2,3,0,0,0,2,1,0,0,0,0,0,0,6,20.0,9.0,6.0,6.0
2644,أَداة,noun,0,26,1,11,16,32,12,8,8,0,1,11,3,0,2,5,0,0,0,5,136.0,13.0,7.0,7.0
2645,مَمْدُود,adj,0,1,1,0,3,2,2,2,1,0,1,0,0,0,0,0,0,0,0,5,13.0,8.0,5.0,5.0
2646,مُنَظِّم,noun,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3.0,2.0,12.0,12.0
2647,لَمْحَة,noun,0,2,0,1,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,7,9.0,7.0,7.0,7.0
2648,إِعْداد,noun,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,4.0,3.0,8.0,8.0
2649,تَجْهِيز,noun,0,10,0,0,1,4,3,0,1,0,0,1,0,0,0,1,0,0,0,7,21.0,7.0,7.0,7.0
2650,ويكيمانيا,noun_prop,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8.0,2.0,12.0,12.0
2651,2014,digit,0,5,0,1,3,8,3,2,0,0,0,1,0,0,0,0,0,0,0,8,23.0,7.0,8.0,8.0
2652,فائِدَة,noun,0,33,0,5,18,41,14,7,9,2,7,7,2,0,1,1,0,0,0,2,147.0,13.0,2.0,5.0
2653,طَوِيل,adj,0,137,3,30,55,65,47,28,17,1,4,20,15,1,4,10,0,1,0,2,438.0,16.0,6.0,7.0
2654,أَنْبَت,verb,0,6,0,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,8,16.0,6.0,8.0,8.0
2655,حَفّ,verb,0,3,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,12,7.0,4.0,12.0,12.0
2656,قَطُّ,adv,0,22,0,5,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,8,31.0,6.0,8.0,8.0
2657,ما,part,0,50,0,24,19,37,14,4,1,0,0,6,2,0,1,7,0,0,0,7,165.0,11.0,8.0,8.0
2658,مَخْفِيّ,adj,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,4.0,3.0,7.0,7.0
2659,نَسِي,verb,0,27,2,14,27,10,8,15,5,0,0,2,3,0,0,1,0,0,0,6,114.0,11.0,6.0,7.0
2660,أَدْنَى,adj_comp,0,8,0,5,1,23,2,1,2,0,0,7,2,0,0,1,0,0,0,7,52.0,10.0,7.0,7.0
2661,مَنام,noun,0,5,3,1,1,3,0,2,0,0,1,1,0,0,0,1,0,0,0,5,18.0,9.0,5.0,5.0
2662,ٱِتَّكَأ,verb,0,5,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,7,10.0,3.0,7.0,7.0
2663,حَذَّر,verb,0,7,0,3,4,14,2,0,1,0,1,2,2,0,0,0,0,0,0,5,36.0,9.0,5.0,5.0
2664,تَوَفُّر,noun,0,9,0,0,2,9,0,0,0,0,0,1,0,0,1,1,0,0,0,10,23.0,6.0,10.0,10.0
2665,خَسارَة,noun,0,5,0,2,3,10,0,1,0,1,0,3,0,0,0,0,0,0,0,2,25.0,7.0,2.0,2.0
2666,مَحْصُول,noun,0,8,0,2,6,18,10,3,1,0,0,1,0,0,0,0,0,0,0,7,49.0,8.0,7.0,7.0
2667,2015,digit,0,5,0,4,0,7,2,3,0,0,0,1,0,0,0,0,0,0,0,8,22.0,6.0,8.0,8.0
2668,بَقِيَّة,noun,0,19,0,9,16,33,6,6,5,0,0,11,1,0,1,1,0,0,0,7,108.0,11.0,7.0,7.0
2669,حَجَرِيّ,adj,0,23,0,4,3,42,3,0,0,0,1,4,0,0,0,2,0,0,0,5,82.0,8.0,5.0,10.0
2670,أَعْلَى,adj_comp,0,67,2,15,22,78,23,8,8,1,0,15,2,0,2,6,0,0,0,2,249.0,13.0,7.0,7.0
2671,ٱِرْتَبَط,verb,0,14,1,4,3,12,3,2,0,0,1,15,0,0,2,4,0,0,0,5,61.0,11.0,5.0,7.0
2672,مَرْسُوم,adj,0,2,0,3,1,5,2,0,1,0,0,1,0,0,0,1,0,0,0,7,16.0,8.0,7.0,7.0
2673,جِدار,noun,0,30,1,9,12,15,11,5,4,0,0,1,1,0,0,0,0,0,0,6,89.0,10.0,6.0,7.0
2674,كَهْف,noun,0,12,0,10,9,15,5,5,2,0,0,5,1,0,1,1,0,0,0,7,66.0,11.0,7.0,7.0
2675,مَرْسَم,noun,0,5,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,10,13.0,4.0,10.0,10.0
2676,دَفْن,noun,0,1,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,11,9.0,4.0,11.0,11.0
2677,مُتَّقِن,adj,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,8,6.0,3.0,8.0,8.0
2678,طَيْف,noun,0,2,0,1,2,6,2,0,1,0,0,5,0,0,0,1,0,0,0,7,20.0,8.0,7.0,7.0
2679,كَسْرَة,noun,0,2,0,1,1,2,5,0,0,0,2,0,0,0,0,0,0,0,0,5,13.0,6.0,5.0,5.0
2680,ٱِسْتِماع,noun,0,1,7,1,2,5,1,3,5,0,4,0,0,0,2,0,0,0,0,5,31.0,10.0,5.0,5.0
2681,قَوِي,verb,0,6,0,1,5,7,2,1,1,0,0,0,0,0,0,1,0,0,0,7,24.0,8.0,7.0,7.0
2682,ظَنّ,noun,0,4,0,11,4,7,10,0,0,0,0,1,0,0,0,0,0,0,0,10,37.0,6.0,10.0,10.0
2683,أَطْيَب,adj_comp,0,4,0,1,3,0,1,0,0,0,0,0,3,0,0,2,0,0,0,9,14.0,6.0,9.0,9.0
2684,أَحْسَن,adj_comp,0,6,0,3,12,7,6,2,3,0,0,1,0,0,1,2,0,0,0,7,43.0,10.0,7.0,7.0
2685,دَنا,verb,0,4,0,3,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,8,14.0,5.0,8.0,8.0
2686,21,digit,0,14,1,6,1,8,4,1,3,0,0,1,0,1,0,3,0,0,0,3,43.0,11.0,3.0,3.0
2687,23,digit,0,8,0,3,1,14,1,1,3,0,0,2,0,0,0,0,0,0,0,7,33.0,8.0,7.0,7.0
2688,43,digit,0,5,0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,10,12.0,5.0,10.0,10.0
2689,تَقْرِيب,noun,0,29,0,11,13,34,11,7,1,0,1,5,2,0,2,3,0,1,0,5,120.0,13.0,8.0,8.0
2690,تَمَيَّز,verb,0,26,0,2,7,43,15,6,2,0,0,15,2,0,3,1,0,0,0,7,122.0,11.0,7.0,8.0
2691,خَصِيصَة,noun,0,17,0,6,6,47,5,0,1,0,0,11,0,0,2,11,0,0,0,7,106.0,9.0,10.0,10.0
2692,مُناخ,noun,0,20,0,6,4,44,6,2,0,0,0,7,3,1,0,0,0,0,0,3,93.0,9.0,3.0,8.0
2693,عَمَلِيّ,adj,0,9,0,4,6,23,2,1,1,0,0,3,1,0,1,3,0,0,0,7,54.0,11.0,7.0,9.0
2694,جَلالَة,noun,0,8,0,3,2,8,4,1,1,0,0,1,0,0,0,0,1,0,0,7,28.0,8.0,7.0,7.0
2695,نَرْجِس,noun,0,2,4,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,5,10.0,6.0,5.0,5.0
2696,نَظِيف,adj,0,14,0,3,3,7,6,2,3,0,2,1,2,3,0,0,0,0,0,3,46.0,11.0,3.0,3.0
2697,ضاق,verb,0,5,1,8,1,4,3,1,1,0,0,3,2,0,2,0,0,0,0,6,31.0,11.0,6.0,6.0
2698,تَغَيُّر,noun,0,23,0,7,10,72,5,1,2,0,0,17,1,0,2,4,0,0,0,7,144.0,11.0,7.0,9.0
2699,مُحِيط,adj,0,27,0,7,12,32,7,6,2,0,0,4,2,0,1,3,0,0,0,7,103.0,11.0,7.0,8.0
2700,مُتَناهِي,adj,0,2,0,3,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,11,12.0,5.0,11.0,11.0
2701,غَشِي,verb,0,1,0,3,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,10,9.0,6.0,10.0,10.0
2702,خَوْف,noun,0,15,0,48,7,19,5,2,1,0,0,2,6,0,0,1,0,0,0,7,106.0,10.0,8.0,9.0
2703,فَزَع,noun,0,2,0,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20.0,4.0,10.0,10.0
2704,غَمّ,noun,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16.0,2.0,12.0,12.0
2705,صَعِد,verb,0,14,1,5,4,3,8,7,1,0,1,1,1,0,0,0,0,0,0,5,46.0,11.0,5.0,5.0
2706,لُوط,noun_prop,0,8,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,12,14.0,4.0,12.0,12.0
2707,قَطَع,verb,0,37,1,9,16,20,5,4,2,0,1,0,4,0,0,0,1,0,0,5,99.0,10.0,5.0,7.0
2708,رَقِيق,adj,0,17,2,10,5,6,12,1,0,0,1,1,1,0,1,0,0,0,0,5,57.0,11.0,5.0,6.0
2709,مِظَلَّة,noun,0,2,0,0,2,4,0,0,4,0,0,1,0,0,1,2,0,0,0,7,16.0,7.0,7.0,7.0
2710,حَرِيرِيّ,adj,0,7,0,2,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,8,18.0,6.0,8.0,8.0
2711,ٱِحْتِفاظ,noun,0,5,0,0,0,3,2,1,1,0,0,1,0,0,0,0,0,0,0,7,13.0,6.0,7.0,7.0
2712,قَفَص,noun,0,6,0,1,5,6,2,6,3,0,1,0,0,0,0,0,0,0,0,5,30.0,8.0,5.0,5.0
2713,نَغْمَة,noun,0,2,1,1,2,6,1,1,3,0,0,1,0,0,0,0,0,0,0,6,18.0,9.0,6.0,6.0
2714,ٱِمْتاز,verb,0,8,0,3,2,11,4,1,2,0,1,1,0,0,1,4,0,0,0,5,38.0,11.0,5.0,5.0
2715,أَنْضَج,verb,0,2,0,1,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,8,12.0,8.0,8.0,8.0
2716,تَسْمِيَة,noun,0,13,0,8,12,17,4,2,0,0,3,3,0,0,0,1,0,0,0,5,63.0,9.0,5.0,5.0
2717,حَوَى,verb,0,13,0,3,6,11,4,0,1,0,1,7,2,0,2,1,0,0,0,5,51.0,11.0,5.0,8.0
2718,جَمَع,verb,0,35,0,16,23,34,15,14,9,0,0,12,2,1,1,5,0,0,0,3,167.0,12.0,7.0,7.0
2719,مَسار,noun,0,24,0,8,10,38,14,0,0,0,1,4,0,1,7,6,0,0,0,3,113.0,10.0,6.0,10.0
2720,مَسْلَك,noun,0,3,0,2,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,10,14.0,6.0,10.0,10.0
2721,قافِلَة,noun,0,3,0,0,0,8,0,0,0,0,0,1,0,0,1,0,0,0,0,12,13.0,4.0,12.0,12.0
2722,مُتَّجِه,noun,0,6,1,0,5,6,2,0,0,0,1,1,0,0,0,0,0,0,0,5,22.0,7.0,5.0,5.0
2723,غَرْب,noun,0,61,3,11,17,82,13,5,5,0,4,19,1,0,0,3,0,0,0,5,224.0,12.0,5.0,7.0
2724,ٱِزْدَهَر,verb,0,2,0,4,4,12,2,0,4,0,0,3,0,0,0,0,0,0,0,7,31.0,7.0,7.0,7.0
2725,شُهْرَة,noun,0,16,0,2,1,14,2,0,1,0,0,2,1,0,0,0,0,0,0,7,39.0,8.0,7.0,7.0
2726,سَقَى,verb,0,5,0,1,3,1,2,5,1,0,0,2,0,0,1,0,0,1,0,7,22.0,10.0,7.0,7.0
2727,إِيّا,part,0,14,2,7,8,6,3,2,0,0,0,4,2,0,0,1,0,1,0,6,50.0,11.0,6.0,6.0
2728,ٱِسْتِثْمار,noun,0,7,0,0,1,24,2,0,0,0,0,8,0,0,0,5,0,0,0,10,47.0,6.0,10.0,10.0
2729,شَتَّى,noun,0,12,0,4,5,19,2,0,2,0,0,5,1,0,0,1,0,0,0,7,51.0,9.0,7.0,7.0
2730,سَلَّة,noun,0,9,1,1,5,1,4,4,0,0,0,0,1,0,0,0,0,0,0,6,26.0,8.0,6.0,6.0
2731,حارّ,adj,0,18,2,4,7,9,2,4,1,0,0,2,6,1,0,2,0,0,0,3,58.0,12.0,3.0,6.0
2732,حَنِيف,noun,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3.0,2.0,12.0,12.0
2733,سَجَد,verb,0,6,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,8,12.0,5.0,8.0,8.0
2734,بَكْرَة,noun,0,5,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,7,10.0,5.0,7.0,7.0
2735,أَصِيل,adj,0,6,1,1,4,10,2,0,0,0,1,5,0,1,1,1,0,1,0,3,34.0,12.0,3.0,3.0
2736,رَدَّد,verb,0,10,0,1,7,2,2,4,2,0,6,1,2,1,0,0,0,0,0,3,38.0,11.0,3.0,3.0
2737,نَدَى,noun,0,17,1,0,2,3,1,1,4,0,0,1,0,0,0,0,1,0,0,6,30.0,8.0,6.0,6.0
2738,هُوَّة,noun,0,2,0,7,5,6,3,1,1,0,0,6,0,0,2,4,0,0,0,7,37.0,10.0,7.0,7.0
2739,سمكات,noun,0,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,8,6.0,4.0,8.0,8.0
2740,فَحْم,noun,0,7,0,3,4,6,3,1,0,0,0,1,0,0,0,0,0,0,0,8,25.0,7.0,8.0,8.0
2741,أَسْوَد,noun,0,58,3,15,20,37,9,12,5,0,2,10,5,3,1,0,0,0,0,3,180.0,13.0,3.0,6.0
2742,وَحْدانِيَّة,noun,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,12,6.0,3.0,12.0,12.0
2743,ٱِنْدَلَع,verb,0,2,0,1,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,8,13.0,5.0,8.0,8.0
2744,بُغْيَة,noun,0,3,0,0,1,5,0,1,0,0,0,0,0,0,0,1,0,0,0,8,11.0,5.0,8.0,8.0
2745,ٱِنْفِراد,noun,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,8,4.0,4.0,8.0,8.0
2746,شام,noun_prop,0,11,0,2,1,27,1,3,0,0,0,6,1,0,0,1,0,0,0,8,53.0,9.0,8.0,8.0
2747,مايُو,noun_prop,0,9,1,1,4,9,3,0,0,0,0,2,1,0,0,0,0,0,0,6,30.0,8.0,6.0,6.0
2748,رِيح,noun,0,62,0,15,21,55,13,7,3,0,0,6,2,1,1,3,0,0,0,3,189.0,12.0,7.0,8.0
2749,هَبّ,verb,0,14,0,4,8,9,4,3,1,0,0,1,1,0,0,0,0,0,0,7,45.0,9.0,7.0,7.0
2750,هَرَب,verb,0,3,14,10,7,3,2,7,5,0,3,4,2,0,0,0,0,0,0,5,60.0,11.0,5.0,5.0
2751,رُوحانِيَّة,noun,0,3,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,12,8.0,4.0,12.0,12.0
2752,بِيُولُوجِيّ,adj,0,2,0,2,1,21,1,0,0,0,0,8,0,0,2,3,0,0,0,10,40.0,8.0,10.0,10.0
2753,جُون,noun_prop,0,13,0,3,8,15,5,1,0,0,2,7,1,2,0,6,0,0,0,3,63.0,11.0,3.0,3.0
2754,بِشارَة,noun,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,9,5.0,4.0,9.0,9.0
2755,أَمْرِيكا,noun_prop,0,47,2,3,10,52,6,0,3,0,1,8,5,0,0,2,0,0,0,5,139.0,11.0,6.0,7.0
2756,مَسِيح,noun_prop,0,2,0,3,2,5,2,0,0,0,0,2,0,0,0,0,0,0,0,10,16.0,6.0,10.0,10.0
2757,عِلاج,noun,0,18,0,6,12,31,8,4,3,0,0,5,2,0,0,2,0,0,0,7,91.0,10.0,7.0,7.0
2758,مِثْلِيّ,adj,0,1,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,11,6.0,4.0,11.0,11.0
2759,إِضافَة,noun,0,43,1,14,14,98,20,4,1,0,0,18,2,0,4,11,0,0,0,6,230.0,12.0,8.0,9.0
2760,شاهِد,noun,0,3,1,4,2,18,2,1,2,0,0,4,0,0,0,2,0,0,0,6,39.0,10.0,6.0,6.0
2761,هَوَى,verb,0,6,0,2,1,2,1,2,2,0,0,2,1,0,0,0,0,0,0,7,19.0,9.0,7.0,7.0
2762,أَوْسَع,adj_comp,0,5,0,1,2,8,2,1,1,0,0,4,0,0,1,5,0,0,0,7,30.0,10.0,7.0,7.0
2763,مُمارَسَة,noun,0,21,0,7,11,65,8,4,1,0,0,17,3,0,0,3,0,0,0,7,140.0,10.0,8.0,8.0
2764,تَعْبِيرِيّ,adj,0,2,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,12,7.0,3.0,12.0,12.0
2765,حَصْر,noun,0,7,0,1,2,5,3,2,0,0,0,3,0,0,0,1,0,0,0,8,24.0,8.0,8.0,8.0
2766,فَنّ,noun,0,50,0,14,12,124,14,4,7,0,0,39,0,1,8,14,0,0,0,3,287.0,11.0,7.0,7.0
2767,غِناء,noun,0,10,0,9,8,4,5,4,0,0,0,3,1,0,0,0,0,0,0,8,44.0,8.0,8.0,8.0
2768,[,punc,0,33,1,6,2,37,2,2,2,0,0,2,0,2,0,0,0,0,0,3,89.0,10.0,3.0,3.0
2769,],punc,0,32,1,6,2,38,2,2,2,0,0,2,0,2,0,0,0,0,0,3,89.0,10.0,3.0,3.0
2770,دَلالَة,noun,0,17,0,1,10,19,2,5,2,0,6,13,2,0,4,3,0,0,0,5,84.0,12.0,5.0,5.0
2771,مُفْرَدات,noun,0,7,2,3,7,4,7,6,9,0,8,2,2,0,0,1,0,0,0,5,58.0,12.0,5.0,5.0
2772,قُرْآنِيّ,adj,0,17,2,2,7,13,4,6,1,0,4,1,2,0,0,0,0,0,0,5,59.0,11.0,5.0,5.0
2773,مارْك,noun_prop,0,12,0,3,1,3,1,0,0,3,0,1,0,0,0,0,0,0,0,2,24.0,7.0,2.0,2.0
